ID,Name,Ingredient 1,Ingredient 1 Quantity,Ingredient 1 Unit,Ingredient 1 Real Weight (g),Ingredient 1 Omittable,Ingredient 1 Exchangeable With,Ingredient 2,Ingredient 2 Quantity,Ingredient 2 Unit,Ingredient 2 Real Weight (g),Ingredient 2 Omittable,Ingredient 2 Exchangeable With,Ingredient 3,Ingredient 3 Quantity,Ingredient 3 Unit,Ingredient 3 Real Weight (g),Ingredient 3 Omittable,Ingredient 3 Exchangeable With,Ingredient 4,Ingredient 4 Quantity,Ingredient 4 Unit,Ingredient 4 Real Weight (g),Ingredient 4 Omittable,Ingredient 4 Exchangeable With,Ingredient 5,Ingredient 5 Quantity,Ingredient 5 Unit,Ingredient 5 Real Weight (g),Ingredient 5 Omittable,Ingredient 5 Exchangeable With,Ingredient 6,Ingredient 6 Quantity,Ingredient 6 Unit,Ingredient 6 Real Weight (g),Ingredient 6 Omittable,Ingredient 6 Exchangeable With,Ingredient 7,Ingredient 7 Quantity,Ingredient 7 Unit,Ingredient 7 Real Weight (g),Ingredient 7 Omittable,Ingredient 7 Exchangeable With,Ingredient 8,Ingredient 8 Quantity,Ingredient 8 Unit,Ingredient 8 Real Weight (g),Ingredient 8 Omittable,Ingredient 8 Exchangeable With,Ingredient 9,Ingredient 9 Quantity,Ingredient 9 Unit,Ingredient 9 Real Weight (g),Ingredient 9 Omittable,Ingredient 9 Exchangeable With,Ingredient 10,Ingredient 10 Quantity,Ingredient 10 Unit,Ingredient 10 Real Weight (g),Ingredient 10 Omittable,Ingredient 10 Exchangeable With,Ingredient 11,Ingredient 11 Quantity,Ingredient 11 Unit,Ingredient 11 Real Weight (g),Ingredient 11 Omittable,Ingredient 11 Exchangeable With,Ingredient 12,Ingredient 12 Quantity,Ingredient 12 Unit,Ingredient 12 Real Weight (g),Ingredient 12 Omittable,Ingredient 12 Exchangeable With,Ingredient 13,Ingredient 13 Quantity,Ingredient 13 Unit,Ingredient 13 Real Weight (g),Ingredient 13 Omittable,Ingredient 13 Exchangeable With,Ingredient 14,Ingredient 14 Quantity,Ingredient 14 Unit,Ingredient 14 Real Weight (g),Ingredient 14 Omittable,Ingredient 14 Exchangeable With,Ingredient 15,Ingredient 15 Quantity,Ingredient 15 Unit,Ingredient 15 Real Weight (g),Ingredient 15 Omittable,Ingredient 15 Exchangeable With,Ingredient 16,Ingredient 16 Quantity,Ingredient 16 Unit,Ingredient 16 Real Weight (g),Ingredient 16 Omittable,Ingredient 16 Exchangeable With,Ingredient 17,Ingredient 17 Quantity,Ingredient 17 Unit,Ingredient 17 Real Weight (g),Ingredient 17 Omittable,Ingredient 17 Exchangeable With,Ingredient 18,Ingredient 18 Quantity,Ingredient 18 Unit,Ingredient 18 Real Weight (g),Ingredient 18 Omittable,Ingredient 18 Exchangeable With,Ingredient 19,Ingredient 19 Quantity,Ingredient 19 Unit,Ingredient 19 Real Weight (g),Ingredient 19 Omittable,Ingredient 19 Exchangeable With,Ingredient 20,Ingredient 20 Quantity,Ingredient 20 Unit,Ingredient 20 Real Weight (g),Ingredient 20 Omittable,Ingredient 20 Exchangeable With,Ingredient 21,Ingredient 21 Quantity,Ingredient 21 Unit,Ingredient 21 Real Weight (g),Ingredient 21 Omittable,Ingredient 21 Exchangeable With,Ingredient 22,Ingredient 22 Quantity,Ingredient 22 Unit,Ingredient 22 Real Weight (g),Ingredient 22 Omittable,Ingredient 22 Exchangeable With,Ingredient 23,Ingredient 23 Quantity,Ingredient 23 Unit,Ingredient 23 Real Weight (g),Ingredient 23 Omittable,Ingredient 23 Exchangeable With,Ingredient 24,Ingredient 24 Quantity,Ingredient 24 Unit,Ingredient 24 Real Weight (g),Ingredient 24 Omittable,Ingredient 24 Exchangeable With,Ingredient 25,Ingredient 25 Quantity,Ingredient 25 Unit,Ingredient 25 Real Weight (g),Ingredient 25 Omittable,Ingredient 25 Exchangeable With,Ingredient 26,Ingredient 26 Quantity,Ingredient 26 Unit,Ingredient 26 Real Weight (g),Ingredient 26 Omittable,Ingredient 26 Exchangeable With,Ingredient 27,Ingredient 27 Quantity,Ingredient 27 Unit,Ingredient 27 Real Weight (g),Ingredient 27 Omittable,Ingredient 27 Exchangeable With,Ingredient 28,Ingredient 28 Quantity,Ingredient 28 Unit,Ingredient 28 Real Weight (g),Ingredient 28 Omittable,Ingredient 28 Exchangeable With,Ingredient 29,Ingredient 29 Quantity,Ingredient 29 Unit,Ingredient 29 Real Weight (g),Ingredient 29 Omittable,Ingredient 29 Exchangeable With,Ingredient 30,Ingredient 30 Quantity,Ingredient 30 Unit,Ingredient 30 Real Weight (g),Ingredient 30 Omittable,Ingredient 30 Exchangeable With,Preparation Instruction,Difficulty,Preparation Time (min),Other time (min),Popularity,Source,Meal Category (1:n)
221,Couscous mit Aprikosen,Couscous,75,g,75,0,0,Frühlingszwiebel,1,Stück,45,0,0,Pfefferminze (roh),10,Blatt,2,0,0,Aprikose,40,g,40,0,0,Rosinen,25,g,25,0,0,Pinienkerne,25,g,25,0,0,,0,,0,0,0,Olivenöl,2,EL,15,0,0,Zitrone Fruchtsaft,2,EL,20,0,0,Pfeffer,1,Prise,"0,2",0,0,Jod-Salz,1,Prise,1,0,0,Chili rot,"0,25",Stück,4,0,0,Kardamon,1,Prise,"0,2",0,0,Nelkenpulver,1,Prise,"0,2",0,0,Zimt,1,Prise,"0,2",0,0,Honig,1,EL,18,0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Couscous nach Anleitung zubereiten. Dann Öl, Zitronensaft, Salz & Pfeffer und gehackte Chili, Kardamom, Nelke, Zimt und Honig zu einer sämigen Marinade rühren. Aprikosen in kleine Stücke schneiden, mit Rosinen und der Marinade zum Couscous geben und verrühren und 2h ziehen lassen. Pinienkerne in einer Pfanne anrösten. Frühlingszwiebeln in kleine Ringe schneiden. Minze zerpflücken. Kurz vor dem Servieren Pinienkerne, Frühlingswiebeln und Minze in den Couscous einrühren und anschließend mit ganzen Minzeblättern dekorieren.",1,40,0,,,"2,3,4"
222,Köstliches Kräuter-Couscous ,Couscous,50,g,50,0,0,Gemüsebrühe,50,ml,50,0,0,Kräuter (gemischt),2,g,2,0,0,Spargel,350,g,350,0,0,Honig,"0,5",TL,5,0,0,Butter,"0,5",TL,2,0,0,,0,,0,0,0,Mascarpone,25,g,25,0,0,Gemüsebrühe,50,ml,50,0,0,Limette,"0,25",Stück,10,0,0,Jod-Salz,1,Prise,1,0,0,Pfeffer,1,Prise,"0,2",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mascarpone in die Gemüsebrühe rühren und vorsichtig erhitzen, Limettensaft dazugeben und mit Salz & Pfeffer abschmecken. Couscous mit der heißen Gemüsebrühe übergießen und zugedeckt quellen lassen. Spargelstangen in 5cm Stücke schneiden, Butter in einer Pfanne schmelzen, Spargel darin rundherum leicht anbraten, salzen, einen kleinen Schuss Wasser dazugeben und zugedeckt bei mittlerer Hitze 8 Min dünsten. Zeitgleich die Kräuter hacken. Wenn der Spargel gar ist, Honig dazugeben und alles gut vermengen. Dann den Spargel aus der Pfanne nehmen und warm stellen. Sauce mit Pürierstab aufschäumen. Couscous in der Pfanne vom Spargel unter Rühren anrösten und die Kräuter untermischen. Kräuter-Couscous mit dem Spargel und der Mascarpone-Limetten-Sauce servieren.",1,20,0,,,"2,3"
223,Roter Couscous-Salat,Couscous,75,g,75,0,0,Wasser,"0,75",Tasse,"112,5",0,0,Gurke,40,g,40,0,0,Paprika rot,"0,25",Stück,"38,75",0,0,Petersilie,"0,25",Bund,20,0,0,Zitronenmelisse,20,Blatt,5,0,0,Olivenöl,"0,75",EL,5,0,0,Sonnenblumenöl,1,EL,"7,5",0,0,Tomatenmark,"0,75",EL,8,0,0,Zitrone,"0,25",Stück,15,0,0,Knoblauchzehe,"0,5",Zehe,42125,0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Couscous in Topf geben, gemäß Packungsanleitung mit kochendem Wasser übergießen und zugedeckt 10 Min. quellen lassen. Zeitgleich Gemüse würfeln & Kräuter hacken. Alles mit fertigem Couscous mischen & kalt stellen. In einer kleinen Schüssel Öl, Tomatenmark, Salz, Pfeffer und den Zitronesaft vermengen. Knoblauchzehen schälen und dazupressen. Alles erneut vermengen. Sauce über den Couscous-Salat gießen und unterrühren. Den fertigen Salat im Kühlschrank mindestens 60 Min. ziehen lassen. Kalt servieren. Guten Appetit!",1,25,0,,,"2,3,4"
224,Couscous-Pfanne,Couscous,60,g,60,0,0,Gemüsebrühe,"0,75",Tasse,"112,5",0,0,Zucchini,"0,5",Stück,"104,5",0,0,Aubergine,100,g,100,0,0,Tomate rot,75,g,75,0,0,Joghurt,125,g,125,0,0,Jod-Salz,1,Prise,1,0,0,Petersilie,"0,125",Bund,10,0,0,Pfefferminze (roh),10,Blatt,2,0,0,Olivenöl,2,TL,6,0,0,Butter,1,TL,4,0,0,Zitrone,"0,25",Stück,2,0,0,Paprikapulver,1,Prise,"0,2",0,0,Ajvar,1,TL,8,0,0,Cayennepfeffer,1,Prise,"0,2",0,0,Pfeffer,1,Prise,"0,2",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Couscous nach Packungsanweisung in Gemüsebrühe quellen lassen. Zucchini und Aubergine in 1cm Scheiben schneiden, Tomaten würfeln. Joghurt mit Salz, Pfeffer, Paprika und Ajvar verrühren. Kräuter fein hacken. Öl in einer großen Pfanne erhitzen, Zucchini und Aubergine darin goldbraun braten, salzen und pfeffern. Couscous unterrühren, Kräuter, Tomatenwürfel und Butter untermischen. Zitronenschale, Salz, Pfeffer, Ajvar und Pfeffer abschmecken. Mit dem Joghurt servieren.",1,15,0,,,"2,3,4"
225,Couscous-Salat mit frischer Zitronen-Joghurt Sauce,Couscous,80,g,80,0,0,Paprikaschote,"0,5",Stück,"77,5",0,0,Gurke,"0,2",g,80,0,0,Zwiebel,"0,25",Stück,23,0,0,Schafskäse,30,g,30,0,0,Tomate rot,"0,5",Stück,45,0,0,Joghurt,80,g,80,0,0,Zitrone,"0,5",Stück,30,0,0,Jod-Salz,1,Prise,1,0,0,Kräuter (gemischt),1,TL,2,0,0,Petersilie,"0,5",TL,1,0,0,Pfeffer,1,Prise,"0,2",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Couscous mit Wasser bzw. nach Anweisung zubereiten und kalt werden lassen. Für die Sauce: Die Zutaten bis zum Joghurt in kleine Würfel schneiden und unter den Couscous mischen. Den Joghurt mit Zitronensaft, Salz & Pfeffer abschmecken. Dann die frischen gehackten Kräuter dazu. Die Sauce dann separat zum Salat reichen.",1,30,0,,,"2,3,4"
226,"Upfit ""Couscous - Auflauf""",Zwiebel,"0,25",Stück,23,0,0,Knoblauchzehe,"0,25",Zehe,1,0,0,Süßkartoffel,125,g,125,0,0,Möhre (Karotte),125,g,125,0,0,Kokosmilch,100,ml,100,0,0,Gemüsebrühe,50,ml,3,0,0,Curry,1,TL,2,0,0,Couscous,50,g,50,0,0,Sesam,1,TL,6,0,0,Olivenöl,1,TL,5,0,0,Jod-Salz,1,Prise,1,0,0,Pfeffer,1,Prise,"0,2",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zwiebel und Knoblauch in Öl dünsten, Möhren zufügen und 5 Min mitdünsten. Mit Salz und Pfeffer würzen und vom Herd ziehen. Kokosmilch und Currypulver verrühren. Couscous in eine Auflaufform streuen. Möhren-Mix gleichmäßig darauf verteilen und mit Süßkartoffelscheiben belegen. Mit der Currysauce übergießen und mit Sesam bestreuen. 
 Im Ofen 30 Min. bei 200°C backen.",1,20,0,,,"2,3"
227,Mit Couscous gefüllte Aubergine,Thunfisch,"0,5",Dose,"92,5",0,0,Aubergine,100,g,100,0,0,Couscous,30,g,30,0,0,Zwiebel,"0,5",Stück,25,0,0,Knoblauchzehe,"0,5",Zehe,"1,5",0,0,Gemüsebrühe,100,ml,3,0,0,Olivenöl,"0,5",TL,"1,5",0,0,Kürbiskerne,"0,5",EL,5,0,0,Koriander,1,TL,2,0,0,Curry,"0,5",TL,1,0,0,Kümmel,1,TL,2,0,0,Jod-Salz,1,Prise,1,0,0,Pfeffer,1,Prise,"0,2",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Auberginen der Länge nach halbieren, einschneiden und gut salzen. Salz etwas einziehen lassen. Mit den Schnittflächen nach unten auf ein geöltes Blech legen und 25 Min. backen. Zeitgleich Couscous mit der Suppe aufkochen, Platte abschalten und den Couscous ausquellen lassen. Gehackte Zwiebel mit Öl bei mittlerer Hitze bräunen. Couscous, Knoblauch und Gewürze unterrühren. Aubergine aushöhlen, zerkleinertes Fruchtfleisch zur Couscous-Mischung geben. Zuletzt den Thunfisch und die Kürbiskerne beimengen. Auberginen mit der Masse fülle und 5 Min. im auf 200°C vorgeheizten Ofen backen.",1,40,0,,,"2,3"
228,Couscous-Auflauf mit Paprika,Couscous,50,g,50,0,0,Paprikaschote,"1,25",Stück,"193,75",0,0,Tomate rot,"1,25",Stück,120,0,0,Tomate rot,140,g,140,0,0,Tomatenmark,1,TL,5,0,0,Zwiebel,"0,25",Stück,23,0,0,Knoblauchzehe,1,Zehe,3,0,0,Gemüsebrühe,"1,25",TL,"4,5",0,0,Cayennepfeffer,1,Prise,"0,2",0,0,Sojasauce,"0,5",TL,"2,5",0,0,Basilikum,1,Blatt,1,0,0,Oregano,1,Prise,"0,2",0,0,Salbei,1,Prise,"0,2",0,0,Olivenöl,2,TL,6,0,0,Parmesan,60,g,60,0,0,Kräutersalz,1,Prise,1,0,0,Pfeffer,1,Prise,"0,2",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paprika sechsteln, entkernen und waschen und mit der Schnittseite nach unten auf ein Backblech legen. Bei höchster Stufe die Paprika 12 Min. grillen. Couscous mit Wasser und Gemüsebrühpulver einweichen lassen, bis die gesamte Flüssigkeit aufgesaugt ist. Zwiebel würfeln, Knoblauch pressen und in einer Pfanne mit dem Olivenöl bei starker Hitze braten. Tomaten in Würfel schneiden und dazu geben. Gehackte Tomaten, Tomatenmark, etwas Gemüsebrühpulver, Pfeffer, Kräutersalz, Sojasauce, Basilikum, Oregano und Salbei ebenfalls in die Pfanne und die Sauce 10 Min. köcheln lassen. Couscou in eine Auflaufform geben, mit Soße begießen und mit gegrillter Paprika belegen. Über die Paprika den geriebenen Käse streuen. Auflauf für 18 Min. bei 200°C in den Ofen stellen.",1,30,15,,,"2,3"
229,"Upfit ""Aromatische Gemüsepfanne""",Couscous,60,g,60,0,0,Gemüsebrühe,150,ml,150,0,0,Pfefferminze (roh),10,Blatt,2,0,0,Pinienkerne,1,EL,10,0,0,Zwiebel (rot),"0,5",Stück,40,0,0,Zucchini,"0,25",Stück,"52,25",0,0,Möhre (Karotte),"0,5",Stück,40,0,0,Paprika rot,"0,25",Stück,"38,75",0,0,Blumenkohl gegart,"0,25",Stück,15,0,0,Olivenöl,"0,5",EL,5,0,0,Rosinen,10,g,10,0,0,Kreuzkümmel,"0,5",TL,1,0,0,Thymian,"0,5",TL,1,0,0,Koriander,"0,5",TL,1,0,0,Weißwein (11% vol.),25,ml,25,0,0,Jod-Salz,1,Prise,1,0,0,Pfeffer,1,Prise,"0,2",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Couscous, Minze und Zitronengras vermengen, mit warmer Gemüsebrühe übergießen und ausquellen lassen. Zeitgleich Pinienkerne in Pfanne rösten & beiseite stellen. Nun Öl in einer Pfanne erhitzen, Zwiebeln andünsten, das restliche Gemüse nach der Garzeit (Karotten, Blumenkohl, Zucchini, Paprika) hinzufügenund 8 Min. schwenken. Rosinen hinzufügen, mit Kräutern würzen und mit Weißwein ablöschen. Dünsten, bis die Flüssigkeit sich reduziert, dann mit Pfeffer abschmecken, mit Gemüsebrühe füllen und auf kleiner Flamme 8 Min. garen. Die gerösteten Pininkerne zugeben. Gemüse mit Coucous vermengen. Fertig.",1,20,0,,,"2,3"
230,Aromatischer Couscous,Couscous,60,g,60,0,0,Wasser,"0,25",Tasse,50,0,0,Paprikaschote,"0,25",Stück,"38,75",0,0,Aubergine,"0,25",Stück,21,0,0,Zucchini,"0,25",Stück,"52,25",0,0,getrocknete Tomate (in Öl),40,g,40,0,0,Artischocken Konserve,50,g,50,0,0,Zuckermais Konserve,50,g,50,0,0,Mozzarella,"0,25",Kugel,30,0,0,Champignon gegart,40,g,40,0,0,Cocktailtomaten,3,Stück,70,0,0,Kürbiskern,1,EL,"12,5",0,0,Rucola,"0,25",Bund,10,0,0,Knoblauchzehe,"0,5",Zehe,"1,5",0,0,Olivenöl,"0,5",TL,"1,5",0,0,Balsamico,"0,5",TL,"2,5",0,0,Tomatenmark,1,TL,5,0,0,Jod-Salz,1,Prise,1,0,0,Avocado,"0,25",Stück,40,0,0,Oregano,"0,5",TL,1,0,0,Pfeffer,1,Prise,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Die Paprika würfeln, Aubergine, Zucchini und Pilze in kleine Scheiben schneiden. Alles mit Balsamico, Öl und Salz in einer Schale vermengen und auf ein Backblech verteilen und bei 180°C für 18 Min. in den Ofen schieben & danach abkühlen lassen. Mozzarella, Cocktailtomaten, Artischocken und getrocknete Tomaten klein schneiden. Den Körnermix in beschichteter Pfanne rösten und abkühlen lassen. Alles zusammen mit Mais und Rucola in eine große Schüssel geben. Dressing: Öl, Balsamico, etwas Tomatenmark, gewürfelte Knoblauchzehe, Oregano und Salz verquirlen. Das Dressing über den Salat geben und 30 Min. kaltstellen. Guacamole: Avocado und eine Knoblauch zerdrücken. 3 Cocktailtomaten sehr fein schneiden und hinzugeben. Das Ganze mit Salz und Pfeffer abschmecken. Couscous mit einer Tasse kochendem Wasser übergießen und 10 Min. quellen lassen. Den Salat um den Couscous anrichten und mit etwas Guacamole servieren.",1,30,20,,,"2,3"
231,Couscous mit Kichererbsen-Stew,Couscous,125,g,125,0,0,Jod-Salz,1,Prise,1,0,0,Wasser,125,ml,125,0,0,Olivenöl,1,EL,"7,5",0,0,Zwiebel,"0,5",Stück,46,0,0,Möhre (Karotte),"0,75",Stück,60,0,0,Zimt,1,TL,2,0,0,Koriander,1,TL,2,0,0,Zuckermais,30,g,30,0,0,Zucchini,"0,75",Stück,"156,75",0,0,Kichererbsen,60,g,60,0,0,Tomatenmark,1,EL,15,0,0,Pfeffer,1,Prise,"0,2",0,0,Koriander,"0,5",TL,"0,5",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Couscous auf tiefen Teller verteilen und gleichmäßig mit Salzwasser übergießen. Anschließend zwischen den Fingern reiben, um die Körner voneinander zu trennen. Nun den Teller mit dem Couscous beiseite stellen, damit der Weizengrieß das Wasser aufnehmen kann. 
 
 Die Hälfte des Öls im unteren Teil eines Dampftopfs oder in einem großen Topf erhitzen. Die geputzten und zerkleinerten Zwiebeln und Möhren hinzufügen und zehn Minuten bei schwacher Hitze garen. Die Gewürze zugeben und weitere zwei bis drei Minuten unter Rühren garen. Mais, Zucchini und Kichererbsen untermischen, mit etwa einem Liter Wasser auffüllen und das Tomatenmark hinzufügen. Alles zum Kochen bringen, dann die Hitze reduzieren, das Stew nur noch köcheln lassen. 
 
 Inzwischen hat das Couscous das Wasser aufgesogen. In den Dampfeinsatz oder ein Metallsieb geben und dabei etwas auflockern. Den Dampfeinsatz oder das Sieb über das Gemüse-Stew setzen, mit einem Teller abdecken und das Couscous 25 bis 30 Minuten bei milder Hitze dämpfen. Nach Geschmack mit Salz und Pfeffer würzen. 
 
 Das restliche Olivenöl unter das Couscous rühren und dieses mit dem Kichererbsen-Stew auf eine große, vorwärmte Platte geben. Mit Koriander garnieren und sofort servieren.",1,20,0,,,"2,3"
232,Couscous-Gemüse-Pfanne mit Geflügel,Zucchini gegart,"0,5",Stück,"104,5",0,0,Paprikaschote,"0,5",Stück,"77,5",0,0,Champignon gegart,50,g,50,0,0,Hähnchen (Brust),90,g,90,0,0,Couscous,75,g,75,0,0,Gemüsebrühe,200,ml,200,0,0,Feta,25,g,25,0,0,Olivenöl,"0,5",TL,"1,5",0,0,Jod-Salz,1,Prise,1,0,0,Pfeffer,1,Prise,"0,2",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zucchini, Paprika und Champignons waschen und in Scheiben oder Würfel schneiden. Geflügelbrust in Würfel schneiden, salzen und pfeffern und in heißem Öl anbraten, das Gemüse dazugeben und 5 Min. mitbraten. Couscous hinzu geben, alles vermengen und mit Brühe aufgießen. Aufkochen, die Platte ausschalten und alles 8 Min. ziehen lassen. Mit Salz und Pfeffer abschmecken und mit zerbröckeltem Feta bestreut servieren. Fertig.",1,20,0,,,"2,3"
233,vegetarischer Couscous,Couscous,90,g,90,0,0,Zucchini gegart,1,Stück,209,0,0,Tomate rot,1,Stück,96,0,0,Lauchzwiebel,2,Stück,90,0,0,Walnuss,5,g,5,0,0,grüne Peperoni (roh),"1,5",Stück,20,0,0,Gemüsebrühe,250,ml,250,0,0,Paprika-Gewürz,"0,5",TL,"0,5",0,0,Jod-Salz,1,Prise,1,0,0,Schmand,2,EL,30,0,0,Pfeffer,1,Prise,"0,2",0,0,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Couscous in einer Schüssel mit kochendem Wasser übergießen (Couscous soll mit Wasser bedeckt sein), abdecken und 10 Min. quellen lassen, dann umrühren. Zeitgleich frische Zutaten klein schneiden & Gemüsebrühe zum Kochen bringen. Tomaten, Lauchwiebeln und Zucchini in Gemüsebrühe geben und darin kochen, bis das Gemüse bissfest ist. Gemüse abseihen, zum Couscous in die Schüssel geben und vermengen. Nun Walnüsse und Peperoni dazu geben und mit Salz, Pfeffer und Chilipaste abschmecken. Zum Couscous auf dem Teller etwas Schmand geben.",1,20,0,,,"2,3"
234,Geflügel mit Couscous & mehr,Zwiebel,"0,5",Stück,46,0,0,Knoblauchzehe,"0,5",Zehe,"1,5",0,0,Hokkaido (Kürbis),125,g,125,0,0,Süßkartoffel,125,g,125,0,0,Hähnchen (Brust),180,g,180,0,0,Olivenöl,1,TL,3,0,0,Gemüsebrühe,250,ml,250,0,0,Tomatenmark,1,TL,5,0,0,Zimt,"0,5",TL,1,0,0,Rosinen,"0,5",EL,"7,5",0,0,Kichererbsen,75,g,75,0,0,Jod-Salz,1,Prise,1,0,0,Pfeffer,1,Prise,"0,2",0,0,Chilipulver,1,Prise,"0,2",0,0,Knoblauchzehe,"0,5",Stück,"1,5",0,0,Koriander,"0,5",TL,1,0,0,Kreuzkümmel,1,Prise,"0,2",0,0,Couscous,75,g,75,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zwiebeln und Knoblauch würfeln, Süßkartoffeln schälen und mit dem Kürbis in 2 cm dicke Würfel schneiden. Geflügel in Öl in einer Pfanne 4 Min. braten. Zwiebeln und Knoblauch hinzufügen und 2 Min. glasig anbraten. Tomatenmark und Pfeffer unterrühren. Gemüsebrühe angießen und alles 10 Min. zugedeckt köcheln lassen. Süßkartoffeln zum Geflügel geben und 10 Min. garen. Nun Kürbiswürfel und Kichererbsen untermischen. Zimt und Rosinen unterheben. Wenn der Kürbis gar ist, alles mit Salz & Pfeffer abschmecken. Salzwasser in einen Topf aufkochen, Couscous hingeben, Temperatur reduzieren und gar quellen lassen. Auf Teller Gemüse um den Couscous schichten, Filets auf den Couscous legen und mit Brühe begießen. Korianderblättchen auf das Gericht streuen.",1,45,0,,,"2,3"
